index,Title,Opinion,Place,Gender,Age,Country,Date,Label
91,"""Historia mexicana, buen lugar pésima atención""","""Es un lugar histórico hecho museo, soy fanática de la historia y realmente salí un poco decepcionada, para empezar, esta carisimo y cuando muestras tu tarjeta de estudiante no te la valen, ponen miles de pretextos, a otra persona hasta el cheque y la nómina le pidieron. Dentro del museo yo iba con la idea de ver historia de la alhondiga, el famoso pipila etc.. Pero habían más piezas prehispánicas que nada. Es un lugar obligado de ir en Guanajuato, pero hay que conocer primero la historia del lugar ya que ahí no te la dicen.""",Alhóndiga,Female,21,México,02/01/2016,2
92,"""Sólo para la foto""","""En realidad solo es un lugar para tomarte la foto y decir que fuiste a Gto, porque el lugar no es comódo, esta llenísimo de gente, vendedores etc, es incomodísimo.""",Callejón del Beso,Female,35,México,22/05/2016,2
93,Huele mucho a humedad,Conforme entras empieza un holor a humedad tremendo que no te puedes contener y tienes que salir rápido ya que te sientes que te ahoga del olor,Museo de las Momias,Female,-1,Estados Unidos,2019,2
94,"""Asusta""","""Cuando piensas ,que ya viste todo en la vida, te topas con el Museo de las Momias de Guanajuato. No me gustó, la atmósfera morbida del lugar, bien como de las terribles historias. Ya me encontraba, mareada y pálida, cuando busque la salida a tomar un poco de aire fresco.""",Museo de las Momias,Female,-1,México,30/07/2015,2
95,"""La vista es lo que recompensa el esfuerzo de subir""","""Si subes por el funicular (que actualmente está clausurado porque se desplomó debido a que el cable se rompió por falta de mantenimiento, lesionando a la operadora y a una turista) te cobran 35 pesos por subir y otros 35 por bajar, te cobran otros 35 por entrar al monumento que la verdad no vale la pena. Las escaleras para llegar a la cabina de cristal son muy dificiles de subir, no hay diferencia en la vista y el museo solo exhibe unas piezas del Pípila de plata que otorga el club de Leones a los guanajuatenses distinguidos y ya. Si no quieren gastar mucho les recomiendo tomen el camión Pipila-Cerro del Gallo-ISSSTE que por 5 pesos los deja en el mismo punto que el funicular, eso sí, rodea un poco y tarda más en llegar. Lo pueden tomar casi en frente del mercado Hidalgo, por la tienda Del Sol. Si lo que quieren es una vista panorámica de la cidad hay otros puntos, como el tiro de la mina de rayas, no tan concurridos, sin guías de turistas molestos y tranquilos que vale la pena visitar.""",Monumento Pípila,Male,27,México,22/10/2015,2
96,"""Interasante pero inconforme""","""Las momias se ven muy bien con una luz adaptada al lugar. Sin embargo es una lástima ver lo poco de explicación en las salas. Una nota chiquita con el nombre de la persona fallecida y a lo mejor una fecha. Se puede contratar un guía pero sin el no se puede saber nada de la peculiaridad del subsuelo, del panteón de donde provienen... La museografía no es del nivel de una ciudad tan turística y hermosa como lo es Guanajuato.""",Museo de las Momias,Male,22,México,01/11/2016,2
97,"""El lugar no tiene buenas indicaciones para llegar""","""La ida estuvo estresante ya que tiene calles adyacentes para llegar y no hay señalamientos, el lugar no te asombrará está mal diseñado no sigues un orden así que ve con el ánimo de que alguien te empujará y no hagas coraje en vano, no te hagas grandes espectativas.""",Museo de las Momias,Male,46,México,03/04/2016,2
98,"""Obligado pero está X""","""Visita obligada, pero fuera de la vista y las fotos no hay más que hacer, aprovecha ya que estás ahí para bajar en el teleférico.""",Monumento Pípila,Female,45,México,25/05/2016,2
99,"""Con cautela""","""A mí en lo personal no me gustan las momias pero a mi hijo le encantan, yo creo que es un poco caro pero están en buen estado y esta bonito. Cuidado porque ofrecen estacionamiento antes de llegar al museo siendo que en el museo hay lugar para estacionarse y también cobran. También tienes que pagar una cuota por sacar fotos.""",Museo de las Momias,Female,41,México,15/11/2016,2
100,"""Mala experiencia""","""Te acosan los vendedores desde unos metros antes y en realidad no hay mucho que ver, ya fui una vez y tal vez no vuelvo.""",Callejón del Beso,Male,24,México,07/05/2017,2
101,"""Cerrado el 19 de Marzo""","""Otra visita a este lugar y cerrado, por el 19 marzo lunes, por el puente del 21 de marzo. Turistas no importan. Muy mal.""",Casa de Diego Rivera,Female,37,México,04/05/2016,2
102,"""Museo interesante""","""Un museo bastante característico de esta ciudad, sin embargo, demasiado concurrido y no se puede apreciar buen debido a lo mismo ya que dejan entrar a mucha gente al mismo tiempo y si te toca que alguien esté dando la explicación no puedes escuchar ni acercarte por la cantidad de gente.""",Museo de las Momias,Male,55,México,10/08/2016,2
103,"""Buena vista, sólo eso""","""La vista desde allí es la mejor de Guanajuato, sin embargo me parece que es todo lo que puede ofrecer, para llegar a él desde el centro existe un funicular el cual me parece muy caro.""",Monumento Pípila,Male,37,México,15/07/2017,2
104,"""S.O.S.""","""Aunque se trata de un sitio obligado para el visitante es muy desagradable encontrarse con ""narradores de la leyenda"" alcoholizados utilizando palabras altisonantes siendo muy molestos para los visitantes. Es importante ""limpiar"" este sitio de personas que sólo afectan la imagen del lugar.""",Callejón del Beso,Female,38,México,03/12/2011,2
105,"""Monumento muy bonito pero mal cuidado""","""Este imponente monumento a un personaje tan importante en el estado esta en malas condiciones, hay mucho ambulantaje, el área está sucia, el tráfico es desquiciante, pero sobre todo los vendedores más que insistentes, esto debería ser más cuidado por las autoridades.""",Monumento Pípila,Male,35,México,10/09/2011,2
106,"""Una leyenda muy explotada""","""La ciudad es maravillosa, las callejonadas muy bonitas, pero el callejón del beso es una leyenda muy explotada a un límite que pienso debe tener más orden. No sé quién se encargue de esto pero es demasiado lo que se explota el lugar, comerciantes gente pidiendo propinas por las fotos, otros apresurandote para que te muevas, pero en fin.""",Callejón del Beso,Male,32,México,11/12/2012,2
107,"""Pobres momias muy descuidadas""","""Pues fuimos un grupo de amigos a visitar el famoso mueseo de las momias, para nuestra sorpresa nos encontramos que tienen a las momias muy descuidadas algunas hasta con hongos, puesto que es uno de los sitios más visitados en Guanadjuato creo que las autoridades deberían invertir un poco más en el museo para darles algo de mantenimiento y tener a las pobres momias en mejores condiciones. A un lado del museo de las momias hay otra exposición sobre la muerte o algo así, la verdad, no la recomiendo para nada, no gasten su dinero en esa exposición, las momias pues interesante sólo el hecho de que las tienen en condiciones muy desfavorables.""",Museo de las Momias,Male,18,México,27/03/2012,2
108,"""Defraudado""","""Muy famosas las momias para lo que realmente son, forman parte de un bizarro atractivo perdido en el tiempo. El museo esta muy decaído y descuidado. Existen muchas cosas mas atractivas en Guanajuato, dejemos mejor a los muertos descansar en paz.""",Museo de las Momias,Male,43,México,04/05/2018,2
109,"""Pena""","""Esta descuidadísimo olía a orines, drenaje, mucha basura, llenos de vendedores, molestan no permiten tomar fotos ahí por que esta lleno de personas que se ponen a querer explicar historias del mismo, fuimos temprano y lo encontramos así.""",Callejón del Beso,Female,57,México,16/01/2013,2
110,"""PURA LEYENDA""","""Sucio, lleno de personas que quieren contarte la leyanda por dinero, uno tras otro desde niños con uniforme escolar, hasta los adultos que se ven que controlan la zona.""",Callejón del Beso,Female,47,México,23/04/2013,2
111,"""El único edificio que rompe la armonía de la ciudad""","""Desde cualquier punto panorámico de la ciudad se ve la universidad. Y ese es su gran defecto. Construido en los años 50´s tal vez por si sólo hubiera sido interesante, pero en medio de una homogeneidad de una de las ciudades mas bellas de Mexico es un golpe a la vista. Su estilo, indefinido, imposible de clasificar. A su favor puede decirse que conservó el interior del antiguo colegio y que su escalinata exterior es sitio obligado para retratarse.""",Universidad de Guanajuato,Male,46,México,16/07/2013,2
112,"""No vale la pena""","""A mí punto de vista ir a Guanajuato y pagar por sólo el acceso a ver las momias no vale la pena. Si bien es un museo típico y por tradición no aporta nada, y lo digo porque para saber del proceso de momificación, o cómo era que en solo 5 años sacaban los cuerpos y cosas de fondo he interés necesitas ir con un grupo, o bien unirte a uno a ir a su paso, ya que en grupo se le paga una ""propina"" a alguien (que ignoro si pertenece al museo) y es esa persona que te explica realmente las cuestiones importantes y de fondo.

Para mí que soy del tipo de persona que en los museos les gusta ir a su paso, disfrutar en silencio de la información que te ofrece y contemplar en silencio lo que se exhibe, no es nada grato tener que pasar por eso. Otra cosa la información que cada momia ofrece no es otra cosa que una respuesta al morbo de quien fueron esas personas y como murieron, pero lo que no me parece digno de 'Uno de los museos más atractivos de Guanajuato' es la forma en que esa información está redactada. Tiene faltas de ortografía y gramática y qué decir del texto en inglés.

Puedo entender que para algunas personas sí les guste el museo con todo y que cuando fuí no estaban todas las momias ya que andaban de gira (pero eso sí el precio es el mismo, veas las de casa o a todas).

Simplemente no me gustó, me quedé en Guanajuato cerca de 6 meses y no volví...""",Museo de las Momias,Female,28,México,11/09/2013,2
113,"""No es muy interesante""","""Lugar no apto para personas impresionables, es un museo pequeño, lleno de las momias que se encontraron en las tumbas de Guanajuato. Básicamente son los cuerpos que no fueron reclamados por sus parientes oportunamente. Cuenta muy poco de la historia y verás una momia al lado de la otra. La entrada sale unos 56 pesos mexicanos y realmente no lo vale.""",Museo de las Momias,Female,43,Argentina,30/01/2015,2
114,"""Mucha gente y estudiantinas""","""Trate de pasar por el callejón al menos 4 días de los 7 días que estuve allá, en la noche las estudiantinas lo retacan de gente y es imposible pasar, si pasas tienes 10 segundos para ver el callejón. Es preferible ir en la mañana, aunque no tiene el mismo efecto romantico que tendría en la noche. Pero si vas en la noche harías al menos 30 min de fila para poder verlo.""",Callejón del Beso,Female,22,México,24/08/2015,2
115,"""¡No me gustó!""","""Desde la compra de los tickets no me latió, pedí 2 entradas de niños y 2 entradas de adulto y me las dieron todas de adulto al percatarme le comenté a la señorita y su respuesta fue pues véndalos en la fila y pague los de niños, por supuesto que no iba a estar vendiendo boletos... ¡Mal por la actitud con los turistas! El museo realmente está feo y descuidado y ya me habían dicho que no lo visitara.""",Museo de las Momias,Male,47,México,17/08/2017,2
116,"""Malo""","""Malo y aburrido. Te lo venden como la gran atracción de la ciudad y la verdad es que no vale nada. No encuentro el valor agregado del lugar. No me gustó. No lo recomiendo para niños.""",Museo de las Momias,Male,46,Argentina,18/03/2013,2
117,"""En lo más alto""","""Subir por el funicular es la mejor opción y si aún subes por dentro del monumento, seguro estarás en el punto más alto para ver todo Guanajuato. El vista es espectacular y es una visita obligada si vienes a Guanajuato.""",Monumento Pípila,Female,39,Bolivia,22/05/2016,2
118,"""Nada en particular""","""Una callecita estrecha sin mayor gracia, donde se ha creado una leyenda romántica, allí debes suspuestamente besarte con tu pareja. No me pareció ni romántico ni interesante, me pareció una historia exagerada para atraer turistas.""",Callejón del Beso,Female,37,Ecuador,11/02/2015,2
119,Museo de las momias,"Realmente asistimos porque era una parada del tour que tomamos, es un tour que te ofrecen en todos lados por 150 por persona. Y esa fue nuestra primera parada. La entrada por persona al museo es de $85.00 pesos por persona , si llevan Credencial de estudiante baja a $50.00 pesos . Pero realmente considero es alto el precio ya que los guías del tour te bajan ahí y te dicen tienes 20 minutos para recorrerlo y nos vemos en la camioneta en 20 minutos para seguir el recorrido a los demás puntos sino cierran . Así que en nuestro caso eramos 4 pagamos 2 boletos de 85.00 y 2 boletos de 50 pesos por esos 20 minutos de visita. Y cómo hay gente vas formado avanzando, lo cual te presiona porque debes salir rápido para que no te deje la camioneta y no puedes ver bien la información. De igual manera no me pareció que mucha gente, se ríe de las momias, de cómo están vestidas , o comentarios de su cabello, que si estaban gordas, etc . A final de cuentas se debe contemplar que no son cosas, son personas que vivieron, Falta respeto!
Ya conocí el lugar por ser emblemático de Guanajuato , pero no regresaría.",Museo de las Momias,N/I,-1,México,2019,2
